cookie_id,cross_cookie__items_history7__ref_available,cross_cookie__items_history7__mean_peer_count,cross_cookie__items_history7__max_peer_count,cross_cookie__items_history7__mean_peer_fraction,cross_cookie__items_history7__max_peer_fraction,cross_cookie__items_history7__share_seen,cross_cookie__items_history7__share_seen_ge3,cross_cookie__items_history7__peer_share_shared_ge1,cross_cookie__items_history7__peer_share_shared_ge2,cross_cookie__items_history7__max_shared_value_count,cross_cookie__items_history7__max_own_overlap_fraction,cross_cookie__items_history7__max_jaccard_shared_ge2,cross_cookie__items_same_day__mean_peer_count,cross_cookie__items_same_day__max_peer_count,cross_cookie__items_same_day__mean_peer_fraction,cross_cookie__items_same_day__max_peer_fraction,cross_cookie__items_same_day__share_seen,cross_cookie__items_same_day__share_seen_ge3,cross_cookie__items_same_day__peer_share_shared_ge1,cross_cookie__items_same_day__peer_share_shared_ge2,cross_cookie__items_same_day__max_shared_value_count,cross_cookie__items_same_day__max_own_overlap_fraction,cross_cookie__items_same_day__max_jaccard_shared_ge2
ck_5b4c0b3453683d84,0.0,,,,,,,,,,,,0.2,1.0,0.0002777777777777778,0.001388888888888889,0.2,0.0,0.001388888888888889,0.0,1.0,0.2,0.0
ck_d4f04c86259101b9,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
ck_1a1dd2f8eee064d5,0.0,,,,,,,,,,,,0.25,1.0,0.00034722222222222224,0.001388888888888889,0.25,0.0,0.002777777777777778,0.0,1.0,0.125,0.0
ck_b779a7866589ace6,0.0,,,,,,,,,,,,0.25,1.0,0.00034722222222222224,0.001388888888888889,0.25,0.0,0.001388888888888889,0.0,1.0,0.25,0.0
ck_70642c916017d547,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_93e8df38cfb880da,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_838938f902d1d41a,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
ck_32db9c51a34843a5,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_36fe631648c0c749,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_06b3a40f0482df42,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_935a2871b0b39fd9,0.0,,,,,,,,,,,,0.3333333333333333,1.0,0.0004629629629629629,0.001388888888888889,0.3333333333333333,0.0,0.001388888888888889,0.0,1.0,0.3333333333333333,0.0
ck_c8c2b518278da3b5,0.0,,,,,,,,,,,,0.5,1.0,0.0006944444444444445,0.001388888888888889,0.5,0.0,0.001388888888888889,0.0,1.0,0.5,0.0
ck_a312c8f2f2aa9de6,0.0,,,,,,,,,,,,0.15789473684210525,1.0,0.00021929824561403506,0.001388888888888889,0.15789473684210525,0.0,0.004166666666666667,0.0,1.0,0.05263157894736842,0.0
ck_2d2f1d926d8acba5,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_3331a6a61b247763,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_5a3fdf16e39a1b01,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_411e436f74d08243,0.0,,,,,,,,,,,,0.08333333333333333,1.0,0.00011574074074074073,0.001388888888888889,0.08333333333333333,0.0,0.001388888888888889,0.0,1.0,0.08333333333333333,0.0
ck_8a9a569567bfb94a,0.0,,,,,,,,,,,,0.2631578947368421,1.0,0.0003654970760233918,0.001388888888888889,0.2631578947368421,0.0,0.006944444444444444,0.0,1.0,0.05263157894736842,0.0
ck_5a831d4458145645,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_5065c4be0c014449,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_31e111fd0518dd63,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_b30daf05accae5d4,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_2456a0b218b0fd57,0.0,,,,,,,,,,,,0.07692307692307693,1.0,0.00010683760683760684,0.001388888888888889,0.07692307692307693,0.0,0.001388888888888889,0.0,1.0,0.07692307692307693,0.0
ck_116bb6827a58f54e,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_ee4f7d0455914cda,0.0,,,,,,,,,,,,0.06896551724137931,1.0,9.578544061302682e-05,0.001388888888888889,0.06896551724137931,0.0,0.002777777777777778,0.0,1.0,0.034482758620689655,0.0
ck_83266b294e403288,0.0,,,,,,,,,,,,0.125,1.0,0.00017361111111111112,0.001388888888888889,0.125,0.0,0.001388888888888889,0.0,1.0,0.125,0.0
ck_dbdb90b73d3887af,0.0,,,,,,,,,,,,0.15384615384615385,1.0,0.00021367521367521368,0.001388888888888889,0.15384615384615385,0.0,0.002777777777777778,0.0,1.0,0.07692307692307693,0.0
ck_2c455af7bfbee84d,0.0,,,,,,,,,,,,1.0,1.0,0.001388888888888889,0.001388888888888889,1.0,0.0,0.001388888888888889,0.0,1.0,1.0,
ck_20d76edd25c530b8,0.0,,,,,,,,,,,,0.1,1.0,0.0001388888888888889,0.001388888888888889,0.1,0.0,0.001388888888888889,0.0,1.0,0.1,0.0
ck_f26a6c9e1390a89b,0.0,,,,,,,,,,,,0.1111111111111111,1.0,0.00015432098765432098,0.001388888888888889,0.1111111111111111,0.0,0.001388888888888889,0.0,1.0,0.1111111111111111,0.0
ck_6e8e8e4701ab8de7,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_d069467707ae9ccd,0.0,,,,,,,,,,,,0.3333333333333333,1.0,0.0004629629629629629,0.001388888888888889,0.3333333333333333,0.0,0.001388888888888889,0.0,1.0,0.3333333333333333,0.0
ck_dc4f823995863dde,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_d1b7482f360ff0f2,0.0,,,,,,,,,,,,0.15384615384615385,1.0,0.00021367521367521368,0.001388888888888889,0.15384615384615385,0.0,0.002777777777777778,0.0,1.0,0.07692307692307693,0.0
ck_89422b1b05957fb4,0.0,,,,,,,,,,,,0.25,1.0,0.00034722222222222224,0.001388888888888889,0.25,0.0,0.001388888888888889,0.0,1.0,0.25,0.0
ck_398edc79a816dfbe,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_502b4b7c589bf057,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_129d7246a817709c,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_82be960472a24221,0.0,,,,,,,,,,,,0.2222222222222222,1.0,0.00030864197530864197,0.001388888888888889,0.2222222222222222,0.0,0.002777777777777778,0.0,1.0,0.1111111111111111,0.0
ck_025e91b166455d6b,0.0,,,,,,,,,,,,0.25,1.0,0.00034722222222222224,0.001388888888888889,0.25,0.0,0.001388888888888889,0.0,1.0,0.25,0.0
ck_8e7a37c1312b4654,0.0,,,,,,,,,,,,0.14285714285714285,1.0,0.0001984126984126984,0.001388888888888889,0.14285714285714285,0.0,0.001388888888888889,0.0,1.0,0.14285714285714285,0.0
ck_8770496bdb413376,0.0,,,,,,,,,,,,0.15384615384615385,1.0,0.00021367521367521368,0.001388888888888889,0.15384615384615385,0.0,0.002777777777777778,0.0,1.0,0.07692307692307693,0.0
ck_7aa087f38d34beaf,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_01398e0204df2412,0.0,,,,,,,,,,,,0.25,1.0,0.00034722222222222224,0.001388888888888889,0.25,0.0,0.001388888888888889,0.0,1.0,0.25,0.0
ck_9ddcddcd601a23bc,0.0,,,,,,,,,,,,0.16666666666666666,1.0,0.00023148148148148146,0.001388888888888889,0.16666666666666666,0.0,0.001388888888888889,0.0,1.0,0.16666666666666666,0.0
ck_6f427af4e9a793b3,0.0,,,,,,,,,,,,0.21428571428571427,1.0,0.0002976190476190476,0.001388888888888889,0.21428571428571427,0.0,0.004166666666666667,0.0,1.0,0.07142857142857142,0.0
ck_d044b10d781d0f7a,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_1d570c9a2a108ca1,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_4ef550e744a79bd9,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_cbba3f99c9331f69,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_5d344e29bc027ccf,0.0,,,,,,,,,,,,0.2,1.0,0.0002777777777777778,0.001388888888888889,0.2,0.0,0.005555555555555556,0.0,1.0,0.05,0.0
ck_9795b3216b669439,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_cfd443a8a62ad345,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_d898f984de5b0e5f,0.0,,,,,,,,,,,,0.5,1.0,0.0006944444444444445,0.001388888888888889,0.5,0.0,0.001388888888888889,0.0,1.0,0.5,0.0
ck_3b34e59e894fbef9,0.0,,,,,,,,,,,,0.14285714285714285,1.0,0.0001984126984126984,0.001388888888888889,0.14285714285714285,0.0,0.001388888888888889,0.0,1.0,0.14285714285714285,0.0
ck_d7ffd1e1b2fae08a,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_7b499f9b02a1081b,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_b3e04594cc8e3f06,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_ff1b67a00532c584,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
ck_05744a4b99776b6c,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_96ed955b9d2b4516,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_e261354f19de3e73,0.0,,,,,,,,,,,,0.16666666666666666,1.0,0.00023148148148148146,0.001388888888888889,0.16666666666666666,0.0,0.004166666666666667,0.0,1.0,0.05555555555555555,0.0
ck_83a2531dab2f495c,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_7e9016281b8ffa89,0.0,,,,,,,,,,,,0.25,1.0,0.00034722222222222224,0.001388888888888889,0.25,0.0,0.001388888888888889,0.0,1.0,0.25,0.0
ck_e1f9e435a64bddd3,0.0,,,,,,,,,,,,0.14285714285714285,1.0,0.0001984126984126984,0.001388888888888889,0.14285714285714285,0.0,0.001388888888888889,0.0,1.0,0.14285714285714285,0.0
ck_933f1af4e45463d1,0.0,,,,,,,,,,,,0.5,2.0,0.0006944444444444445,0.002777777777777778,0.25,0.0,0.002777777777777778,0.0,1.0,0.25,0.0
ck_c2f689772441a999,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_c2353d450f93e1a9,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_c3cfa94c46556bb6,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_d70aaeae2e6825db,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_6d5c6626fad0d841,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_d3799e3b66c01b13,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_c6854c38a8fa526f,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_9eec76944b0a4bf3,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_d95dbbe8520baa1a,0.0,,,,,,,,,,,,0.16666666666666666,1.0,0.00023148148148148146,0.001388888888888889,0.16666666666666666,0.0,0.001388888888888889,0.0,1.0,0.16666666666666666,0.0
ck_0902356079ee0c05,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_b2f6c8b015583733,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_78092edab4147bc1,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_c31dbf45c1b40ccd,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_32a19ace25000904,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_a0138a62d84d3374,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_d214328452c57e8a,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_75c0f13ec36b7c85,0.0,,,,,,,,,,,,0.09090909090909091,1.0,0.00012626262626262626,0.001388888888888889,0.09090909090909091,0.0,0.002777777777777778,0.0,1.0,0.045454545454545456,0.0
ck_c07f63ad690112fb,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_03f71aa6b1039edf,0.0,,,,,,,,,,,,0.09090909090909091,1.0,0.00012626262626262626,0.001388888888888889,0.09090909090909091,0.0,0.001388888888888889,0.0,1.0,0.09090909090909091,0.0
ck_47034cf44f68a3bb,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_373fd409d78344ae,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_e23e224802e747e7,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_db7b0296c1924bec,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
ck_a3e5143fe64c0ac8,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_75b1ec8e65bfa1ec,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
ck_2fba914d34d21f84,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_c4dcb517a86118a6,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_e90ba0f5c5f93625,0.0,,,,,,,,,,,,0.13333333333333333,1.0,0.00018518518518518518,0.001388888888888889,0.13333333333333333,0.0,0.002777777777777778,0.0,1.0,0.06666666666666667,0.0
ck_0c71a94d963573f4,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_b91be2a7253ade34,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_76f7ca65102cf3dc,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_6038541402f5401f,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_539e566056f166d5,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_5dddbbee81004461,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_bd9c09bccfb74041,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_4590bcde7097b311,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_ea94ac72d14f6696,0.0,,,,,,,,,,,,0.5,1.0,0.0006944444444444445,0.001388888888888889,0.5,0.0,0.001388888888888889,0.0,1.0,0.5,0.0
ck_f8d517b594ab04db,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_f135d57ec747266b,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_44c2abfc92c0cb45,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_7721b8ba0ae656b1,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_325c7c0de6550c00,0.0,,,,,,,,,,,,0.2,1.0,0.0002777777777777778,0.001388888888888889,0.2,0.0,0.001388888888888889,0.0,1.0,0.2,0.0
ck_4ccdd526b42d0ef6,0.0,,,,,,,,,,,,0.25,1.0,0.00034722222222222224,0.001388888888888889,0.25,0.0,0.001388888888888889,0.0,1.0,0.25,0.0
ck_96937615a1afcbb0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_426e6dc092a0932a,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_965c4d444d9f5478,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_fabf7eadc4ab096e,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_913855e3fab8d84c,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_148ce8fff4f33590,0.0,,,,,,,,,,,,0.05,1.0,6.944444444444444e-05,0.001388888888888889,0.05,0.0,0.001388888888888889,0.0,1.0,0.05,0.0
ck_8788b53b4034b6e6,0.0,,,,,,,,,,,,0.1111111111111111,1.0,0.00015432098765432098,0.001388888888888889,0.1111111111111111,0.0,0.004166666666666667,0.0,1.0,0.037037037037037035,0.0
ck_46f7816e6c6188bc,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_403d983783a5e788,0.0,,,,,,,,,,,,0.16666666666666666,1.0,0.00023148148148148146,0.001388888888888889,0.16666666666666666,0.0,0.001388888888888889,0.0,1.0,0.16666666666666666,0.0
ck_512538e804a07eca,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_23dffe2af9084b6f,0.0,,,,,,,,,,,,0.08,1.0,0.00011111111111111112,0.001388888888888889,0.08,0.0,0.002777777777777778,0.0,1.0,0.04,0.0
